/Reviews,,,,,,,,,
/@slot1,/@slot12,/@slot2,/Review/@rid,/Review/#id,/Review/sentences/sentence/@id,/Review/sentences/sentence/#id,/Review/sentences/sentence/Opinions/Opinion/@category,/Review/sentences/sentence/Opinions/Opinion/@polarity,/Review/sentences/sentence/text
u,u,u,Huawei_Ascend_G6_4G_4,1,Huawei_Ascend_G6_4G_4:1,1,BATTERY#OPERATION_PERFORMANCE,positive,"Ik zou deze gsm ten sterkste aanbevelen ik was lang aan het twijfelen of ik hem zou kopen maar zeker geen spijt van, tot nu toe heb ik nog geen minpunten gemerkt en de accu gaat ook lang mee."
u,u,u,Huawei_Ascend_G6_4G_4,1,Huawei_Ascend_G6_4G_4:1,1,PHONE#GENERAL,positive,"Ik zou deze gsm ten sterkste aanbevelen ik was lang aan het twijfelen of ik hem zou kopen maar zeker geen spijt van, tot nu toe heb ik nog geen minpunten gemerkt en de accu gaat ook lang mee."
u,u,u,Huawei_Ascend_G6_4G_4,1,Huawei_Ascend_G6_4G_4:2,2,SHIPPING#QUALITY,positive,en ook een dikke duim voor de service van bol.com op vrijdag besteld en zaterdag al in huis.
u,u,u,Huawei_Ascend_G6_4G_4,1,Huawei_Ascend_G6_4G_4:3,3,PHONE#GENERAL,positive,Toppie!
u,u,u,Huawei_Ascend_G6_4G_4,1,Huawei_Ascend_G6_4G_4:4,4,PHONE#GENERAL,positive,een aanrader!
u,u,u,Huawei_Ascend_G6_4G_5,2,Huawei_Ascend_G6_4G_5:1,5,,,Ben nu ruim twee maanden in het bezit van dit toestel.
u,u,u,Huawei_Ascend_G6_4G_5,2,Huawei_Ascend_G6_4G_5:2,6,,,Heb voorafgaande aan de aankoop veel onderzoek gedaan op internet.
u,u,u,Huawei_Ascend_G6_4G_5,2,Huawei_Ascend_G6_4G_5:3,7,,,"Gezien de prijs kwaliteit verhouding, goede beoordelingen en reviews bekeken."
u,u,u,Huawei_Ascend_G6_4G_5,2,Huawei_Ascend_G6_4G_5:4,8,,,Juist de meningen van andere hebben mij en mijn vrouw over de streep getrokken tot aankoop.
u,u,u,Huawei_Ascend_G6_4G_5,2,Huawei_Ascend_G6_4G_5:5,9,PHONE#GENERAL,positive,Inmiddels hebben wij beiden dit toestel gekocht en zijn zeer tevreden.
u,u,u,Huawei_Ascend_G6_4G_5,2,Huawei_Ascend_G6_4G_5:6,10,PHONE#GENERAL,positive,Voor een meer dan gemiddelde GSM gebruiker meer dan tevreden.
u,u,u,Huawei_Ascend_G6_4G_5,2,Huawei_Ascend_G6_4G_5:7,11,PHONE#GENERAL,positive,Kan zeer goed wedijveren met de topmodellen van Samsung en Apple.
u,u,u,Huawei_Ascend_G6_4G_5,2,Huawei_Ascend_G6_4G_5:8,12,,,Heb zelf een Apple-4 voor mijn werk gehad.
u,u,u,Huawei_Ascend_G6_4G_5,2,Huawei_Ascend_G6_4G_5:9,13,PHONE#GENERAL,positive,Wil dit toestel niet meer ruilen voor een Apple.
u,u,u,Huawei_Ascend_G6_4G_5,2,Huawei_Ascend_G6_4G_5:10,14,PHONE#QUALITY,positive,Kortom; Prijs kwaliteit heeft ons over de streep getrokken.
u,u,u,Huawei_Ascend_G6_4G_5,2,Huawei_Ascend_G6_4G_5:10,14,PHONE#PRICE,positive,Kortom; Prijs kwaliteit heeft ons over de streep getrokken.
u,u,u,Huawei_Ascend_G6_4G_5,2,Huawei_Ascend_G6_4G_5:11,15,SHIPPING#QUALITY,positive,"Bol.com maakt zijn beloftes waar, perfecte en snelle levering!!!!!"
u,u,u,Huawei_Ascend_G6_4G_5,2,Huawei_Ascend_G6_4G_5:11,15,COMPANY#GENERAL,positive,"Bol.com maakt zijn beloftes waar, perfecte en snelle levering!!!!!"
u,u,u,Sony_Xperia_Z1_Compact_1,3,Sony_Xperia_Z1_Compact_1:1,16,,,"Ik heb deze telefoon aangeschaft om mijn oude Xperia Sola te vervangen, aangezien deze wat langzamer werd."
u,u,u,Sony_Xperia_Z1_Compact_1,3,Sony_Xperia_Z1_Compact_1:2,17,PHONE#GENERAL,positive,Het nieuwe toestel bevalt tot nu toe zeer goed!
u,u,u,Sony_Xperia_Z1_Compact_1,3,Sony_Xperia_Z1_Compact_1:3,18,PHONE#DESIGN_FEATURES,positive,"Het formaat is precies wat je zou verwachten van een compacte versie, hij is niet te groot en niet te klein."
u,u,u,Sony_Xperia_Z1_Compact_1,3,Sony_Xperia_Z1_Compact_1:4,19,,,Één van de belangrijkste redenen voor mij om deze telefoon aan te schaffen was om mijn typgemak te vergroten.
u,u,u,Sony_Xperia_Z1_Compact_1,3,Sony_Xperia_Z1_Compact_1:5,20,PHONE#DESIGN_FEATURES,positive,Ik kan gelukkig meedelen dat het toestel lekker in de hand ligt en dat het toetsenbord prima reageert.
u,u,u,Sony_Xperia_Z1_Compact_1,3,Sony_Xperia_Z1_Compact_1:5,20,KEYBOARD#OPERATION_PERFORMANCE,positive,Ik kan gelukkig meedelen dat het toestel lekker in de hand ligt en dat het toetsenbord prima reageert.
u,u,u,Sony_Xperia_Z1_Compact_1,3,Sony_Xperia_Z1_Compact_1:6,21,BATTERY#OPERATION_PERFORMANCE,positive,Tot slot moet ik een compliment geven wat betreft de levensduur van de batterij.
u,u,u,Sony_Xperia_Z1_Compact_1,3,Sony_Xperia_Z1_Compact_1:7,22,BATTERY#OPERATION_PERFORMANCE,positive,Als ik mijn gebruik tot Whatsapp (veelvuldig gebruik hiervan) beperk kan ik 2 tot 3 dagen met mijn accu doen!
u,u,u,Sony_Xperia_Z1_Compact_1,3,Sony_Xperia_Z1_Compact_1:8,23,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative,"Om toch nog iets negatiefs te noemen: hoewel de camera een behoorlijk aantal megapixels heeft, merk ik dat sommige foto's toch niet scherp gemaakt worden."
u,u,u,Sony_Xperia_Z1_Compact_1,3,Sony_Xperia_Z1_Compact_1:9,24,MULTIMEDIA_DEVICES#QUALITY,positive,De meeste foto's zien er echter prima uit.
u,u,u,Motorola_Nexus_6_3,4,Motorola_Nexus_6_3:1,25,,,Zelf had ik deze telefoon al sinds december maar mijn vrouw wilde dezelfde.
u,u,u,Motorola_Nexus_6_3,4,Motorola_Nexus_6_3:2,26,PHONE#DESIGN_FEATURES,positive,"De omvang is groot en prettig en voor de twijfelaars over de omvang, het went snel."
u,u,u,Motorola_Nexus_6_3,4,Motorola_Nexus_6_3:3,27,PHONE#OPERATION_PERFORMANCE,positive,"De snelheid van de telefoon is prima maar bovenal, het is een Nexus ervaring."
u,u,u,Motorola_Nexus_6_3,4,Motorola_Nexus_6_3:3,27,COMPANY#GENERAL,positive,"De snelheid van de telefoon is prima maar bovenal, het is een Nexus ervaring."
u,u,u,Motorola_Nexus_6_3,4,Motorola_Nexus_6_3:4,28,PHONE#MISCELLANEOUS,positive,Een cleane telefoon zonder de hele rits aan applicaties waar je niets aan hebt maar toch op je telefoon mee krijgt.
u,u,u,Motorola_Nexus_6_3,4,Motorola_Nexus_6_3:5,29,,,Iets wat alle merken standaard doen (Samsung voorop).
u,u,u,Motorola_Nexus_6_3,4,Motorola_Nexus_6_3:6,30,PHONE#GENERAL,positive,Gewoon een hele prettige telefoon dus!
u,u,u,Motorola_Nexus_6_2,5,Motorola_Nexus_6_2:1,31,PHONE#GENERAL,positive,De Motrola Nexus 6 is duidelijk een top gsm en geef een optimale ervaring.
u,u,u,Motorola_Nexus_6_2,5,Motorola_Nexus_6_2:1,31,PHONE#OPERATION_PERFORMANCE,positive,De Motrola Nexus 6 is duidelijk een top gsm en geef een optimale ervaring.
u,u,u,Motorola_Nexus_6_2,5,Motorola_Nexus_6_2:2,32,CPU#OPERATION_PERFORMANCE,positive,Doormiddel van zijn snelle processor kan je razend snel werken met je telefoon.
